       v     ,      ids   ,      gm    ,      gm2   ,      vd
   -0.98000 ,   5.560e-09 , -1.711e-08 ,  4.341e-08 , -5.560e-09
   -0.97000 ,   5.397e-09 , -1.669e-08 ,  4.242e-08 , -5.397e-09
   -0.96000 ,   5.238e-09 , -1.628e-08 ,  4.199e-08 , -5.238e-09
   -0.95000 ,   5.083e-09 , -1.588e-08 ,  4.093e-08 , -5.083e-09
   -0.94000 ,   4.932e-09 , -1.549e-08 ,  4.000e-08 , -4.932e-09
   -0.93000 ,   4.785e-09 , -1.510e-08 ,  3.951e-08 , -4.785e-09
   -0.92000 ,   4.642e-09 , -1.472e-08 ,  3.858e-08 , -4.642e-09
   -0.91000 ,   4.502e-09 , -1.435e-08 ,  3.773e-08 , -4.502e-09
   -0.90000 ,   4.365e-09 , -1.399e-08 ,  3.730e-08 , -4.365e-09
   -0.89000 ,   4.232e-09 , -1.363e-08 ,  3.610e-08 , -4.232e-09
   -0.88000 ,   4.103e-09 , -1.328e-08 ,  3.567e-08 , -4.103e-09
   -0.87000 ,   3.977e-09 , -1.294e-08 ,  3.489e-08 , -3.977e-09
   -0.86000 ,   3.854e-09 , -1.261e-08 ,  3.425e-08 , -3.854e-09
   -0.85000 ,   3.735e-09 , -1.228e-08 ,  3.332e-08 , -3.735e-09
   -0.84000 ,   3.618e-09 , -1.196e-08 ,  3.283e-08 , -3.618e-09
   -0.83000 ,   3.505e-09 , -1.165e-08 ,  3.212e-08 , -3.505e-09
   -0.82000 ,   3.394e-09 , -1.134e-08 ,  3.126e-08 , -3.394e-09
   -0.81000 ,   3.287e-09 , -1.104e-08 ,  3.098e-08 , -3.287e-09
   -0.80000 ,   3.183e-09 , -1.074e-08 ,  2.991e-08 , -3.183e-09
   -0.79000 ,   3.081e-09 , -1.045e-08 ,  2.956e-08 , -3.081e-09
   -0.78000 ,   2.982e-09 , -1.017e-08 ,  2.885e-08 , -2.982e-09
   -0.77000 ,   2.886e-09 , -9.894e-09 ,  2.814e-08 , -2.886e-09
   -0.76000 ,   2.792e-09 , -9.624e-09 ,  2.764e-08 , -2.792e-09
   -0.75000 ,   2.701e-09 , -9.361e-09 ,  2.700e-08 , -2.701e-09
   -0.74000 ,   2.613e-09 , -9.103e-09 ,  2.636e-08 , -2.613e-09
   -0.73000 ,   2.526e-09 , -8.851e-09 ,  2.579e-08 , -2.526e-09
   -0.72000 ,   2.443e-09 , -8.603e-09 ,  2.522e-08 , -2.443e-09
   -0.71000 ,   2.362e-09 , -8.362e-09 ,  2.473e-08 , -2.362e-09
   -0.70000 ,   2.283e-09 , -8.127e-09 ,  2.409e-08 , -2.283e-09
   -0.69000 ,   2.206e-09 , -7.895e-09 ,  2.352e-08 , -2.206e-09
   -0.68000 ,   2.131e-09 , -7.671e-09 ,  2.323e-08 , -2.131e-09
   -0.67000 ,   2.059e-09 , -7.453e-09 ,  2.238e-08 , -2.059e-09
   -0.66000 ,   1.989e-09 , -7.235e-09 ,  2.181e-08 , -1.989e-09
   -0.65000 ,   1.921e-09 , -7.028e-09 ,  2.174e-08 , -1.921e-09
   -0.64000 ,   1.854e-09 , -6.821e-09 ,  2.075e-08 , -1.854e-09
   -0.63000 ,   1.790e-09 , -6.624e-09 ,  2.068e-08 , -1.790e-09
   -0.62000 ,   1.728e-09 , -6.427e-09 ,  1.975e-08 , -1.728e-09
   -0.61000 ,   1.667e-09 , -6.237e-09 ,  1.968e-08 , -1.667e-09
   -0.60000 ,   1.608e-09 , -6.050e-09 ,  1.897e-08 , -1.608e-09
   -0.59000 ,   1.552e-09 , -5.869e-09 ,  1.869e-08 , -1.552e-09
   -0.58000 ,   1.496e-09 , -5.693e-09 ,  1.812e-08 , -1.496e-09
   -0.57000 ,   1.443e-09 , -5.519e-09 ,  1.762e-08 , -1.443e-09
   -0.56000 ,   1.391e-09 , -5.353e-09 ,  1.734e-08 , -1.391e-09
   -0.55000 ,   1.341e-09 , -5.188e-09 ,  1.670e-08 , -1.341e-09
   -0.54000 ,   1.292e-09 , -5.029e-09 ,  1.648e-08 , -1.292e-09
   -0.53000 ,   1.245e-09 , -4.871e-09 ,  1.592e-08 , -1.245e-09
   -0.52000 ,   1.199e-09 , -4.719e-09 ,  1.577e-08 , -1.199e-09
   -0.51000 ,   1.155e-09 , -4.572e-09 ,  1.513e-08 , -1.155e-09
   -0.50000 ,   1.112e-09 , -4.428e-09 ,  1.478e-08 , -1.112e-09
   -0.49000 ,   1.070e-09 , -4.286e-09 ,  1.435e-08 , -1.070e-09
   -0.48000 ,   1.030e-09 , -4.150e-09 ,  1.421e-08 , -1.030e-09
   -0.47000 ,   9.914e-10 , -4.017e-09 ,  1.357e-08 , -9.914e-10
   -0.46000 ,   9.538e-10 , -3.887e-09 ,  1.329e-08 , -9.538e-10
   -0.45000 ,   9.174e-10 , -3.761e-09 ,  1.307e-08 , -9.174e-10
   -0.44000 ,   8.822e-10 , -3.638e-09 ,  1.258e-08 , -8.822e-10
   -0.43000 ,   8.482e-10 , -3.518e-09 ,  1.229e-08 , -8.482e-10
   -0.42000 ,   8.153e-10 , -3.401e-09 ,  1.201e-08 , -8.153e-10
   -0.41000 ,   7.835e-10 , -3.288e-09 ,  1.165e-08 , -7.835e-10
   -0.40000 ,   7.528e-10 , -3.180e-09 ,  1.130e-08 , -7.528e-10
   -0.39000 ,   7.231e-10 , -3.070e-09 ,  1.087e-08 , -7.231e-10
   -0.38000 ,   6.945e-10 , -2.969e-09 ,  1.094e-08 , -6.945e-10
   -0.37000 ,   6.668e-10 , -2.865e-09 ,  1.016e-08 , -6.668e-10
   -0.36000 ,   6.401e-10 , -2.768e-09 ,  1.037e-08 , -6.401e-10
   -0.35000 ,   6.143e-10 , -2.670e-09 ,  9.734e-09 , -6.143e-10
   -0.34000 ,   5.895e-10 , -2.578e-09 ,  9.805e-09 , -5.895e-10
   -0.33000 ,   5.655e-10 , -2.488e-09 ,  9.166e-09 , -5.655e-10
   -0.32000 ,   5.423e-10 , -2.400e-09 ,  9.024e-09 , -5.423e-10
   -0.31000 ,   5.201e-10 , -2.312e-09 ,  8.811e-09 , -5.201e-10
   -0.30000 ,   4.986e-10 , -2.226e-09 ,  8.740e-09 , -4.986e-10
   -0.29000 ,   4.780e-10 , -2.146e-09 ,  8.598e-09 , -4.780e-10
   -0.28000 ,   4.582e-10 , -2.063e-09 ,  8.029e-09 , -4.582e-10
   -0.27000 ,   4.391e-10 , -1.984e-09 ,  8.242e-09 , -4.391e-10
   -0.26000 ,   4.209e-10 , -1.903e-09 ,  7.958e-09 , -4.209e-10
   -0.25000 ,   4.035e-10 , -1.821e-09 ,  8.100e-09 , -4.035e-10
   -0.24000 ,   3.869e-10 , -1.740e-09 ,  8.171e-09 , -3.869e-10
   -0.23000 ,   3.713e-10 , -1.656e-09 ,  8.100e-09 , -3.713e-10
   -0.22000 ,   3.566e-10 , -1.567e-09 ,  8.384e-09 , -3.566e-10
   -0.21000 ,   3.429e-10 , -1.470e-09 ,  8.953e-09 , -3.429e-10
   -0.20000 ,   3.305e-10 , -1.364e-09 ,  9.663e-09 , -3.305e-10
   -0.19000 ,   3.195e-10 , -1.243e-09 ,  1.066e-08 , -3.195e-10
   -0.18000 ,   3.102e-10 , -1.101e-09 ,  1.201e-08 , -3.102e-10
   -0.17000 ,   3.031e-10 , -9.280e-10 ,  1.428e-08 , -3.031e-10
   -0.16000 ,   2.986e-10 , -7.162e-10 ,  1.727e-08 , -2.986e-10
   -0.15000 ,   2.976e-10 , -4.455e-10 ,  2.117e-08 , -2.976e-10
   -0.14000 ,   3.012e-10 , -9.663e-11 ,  2.707e-08 , -3.012e-10
   -0.13000 ,   3.108e-10 ,  3.574e-10 ,  3.489e-08 , -3.108e-10
   -0.12000 ,   3.285e-10 ,  9.614e-10 ,  4.540e-08 , -3.285e-10
   -0.11000 ,   3.570e-10 ,  1.767e-09 ,  6.040e-08 , -3.570e-10
   -0.10000 ,   4.002e-10 ,  2.853e-09 ,  8.058e-08 , -4.002e-10
 -9.0000e-02,   4.633e-10 ,  4.317e-09 ,  1.086e-07 , -4.633e-10
 -8.0000e-02,   5.533e-10 ,  6.306e-09 ,  1.464e-07 , -5.533e-10
 -7.0000e-02,   6.802e-10 ,  9.008e-09 ,  1.989e-07 , -6.802e-10
 -6.0000e-02,   8.573e-10 ,  1.269e-08 ,  2.701e-07 , -8.573e-10
 -5.0000e-02,   1.103e-09 ,  1.771e-08 ,  3.682e-07 , -1.103e-09
 -4.0000e-02,   1.442e-09 ,  2.456e-08 ,  5.019e-07 , -1.442e-09
 -3.0000e-02,   1.909e-09 ,  3.392e-08 ,  6.851e-07 , -1.909e-09
 -2.0000e-02,   2.551e-09 ,  4.670e-08 ,  9.360e-07 , -2.551e-09
 -1.0000e-02,   3.431e-09 ,  6.416e-08 ,  1.278e-06 , -3.431e-09
    0.0     ,   4.636e-09 ,  8.801e-08 ,  1.746e-06 , -4.636e-09
  1.0000e-02,   6.285e-09 ,  1.205e-07 ,  2.384e-06 , -6.285e-09
  2.0000e-02,   8.537e-09 ,  1.649e-07 ,  3.253e-06 , -8.537e-09
  3.0000e-02,   1.161e-08 ,  2.252e-07 ,  4.433e-06 , -1.161e-08
  4.0000e-02,   1.579e-08 ,  3.071e-07 ,  6.032e-06 , -1.579e-08
  5.0000e-02,   2.146e-08 ,  4.178e-07 ,  8.187e-06 , -2.146e-08
  6.0000e-02,   2.912e-08 ,  5.670e-07 ,  1.108e-05 , -2.912e-08
  7.0000e-02,   3.944e-08 ,  7.666e-07 ,  1.491e-05 , -3.944e-08
  8.0000e-02,   5.324e-08 ,  1.032e-06 ,  1.996e-05 , -5.324e-08
  9.0000e-02,   7.155e-08 ,  1.380e-06 ,  2.651e-05 , -7.155e-08
    0.10000 ,   9.563e-08 ,  1.832e-06 ,  3.483e-05 , -9.563e-08
    0.11000 ,   1.269e-07 ,  2.408e-06 ,  4.517e-05 , -1.269e-07
    0.12000 ,   1.670e-07 ,  3.129e-06 ,  5.762e-05 , -1.670e-07
    0.13000 ,   2.176e-07 ,  4.010e-06 ,  7.208e-05 , -2.176e-07
    0.14000 ,   2.803e-07 ,  5.058e-06 ,  8.809e-05 , -2.803e-07
    0.15000 ,   3.567e-07 ,  6.272e-06 ,  1.049e-04 , -3.567e-07
    0.16000 ,   4.478e-07 ,  7.635e-06 ,  1.214e-04 , -4.478e-07
    0.17000 ,   5.546e-07 ,  9.117e-06 ,  1.362e-04 , -5.546e-07
    0.18000 ,   6.775e-07 ,  1.068e-05 ,  1.483e-04 , -6.775e-07
    0.19000 ,   8.162e-07 ,  1.228e-05 ,  1.564e-04 , -8.162e-07
    0.20000 ,   9.705e-07 ,  1.388e-05 ,  1.601e-04 , -9.705e-07
    0.21000 ,   1.139e-06 ,  1.543e-05 ,  1.595e-04 , -1.139e-06
    0.22000 ,   1.322e-06 ,  1.690e-05 ,  1.549e-04 , -1.322e-06
    0.23000 ,   1.517e-06 ,  1.827e-05 ,  1.471e-04 , -1.517e-06
    0.24000 ,   1.724e-06 ,  1.953e-05 ,  1.371e-04 , -1.724e-06
    0.25000 ,   1.941e-06 ,  2.067e-05 ,  1.258e-04 , -1.941e-06
    0.26000 ,   2.167e-06 ,  2.168e-05 ,  1.138e-04 , -2.167e-06
    0.27000 ,   2.401e-06 ,  2.259e-05 ,  1.018e-04 , -2.401e-06
    0.28000 ,   2.641e-06 ,  2.338e-05 ,  9.020e-05 , -2.641e-06
    0.29000 ,   2.888e-06 ,  2.407e-05 ,  7.918e-05 , -2.888e-06
    0.30000 ,   3.140e-06 ,  2.466e-05 ,  6.895e-05 , -3.140e-06
    0.31000 ,   3.396e-06 ,  2.517e-05 ,  5.956e-05 , -3.396e-06
    0.32000 ,   3.655e-06 ,  2.561e-05 ,  5.103e-05 , -3.655e-06
    0.33000 ,   3.918e-06 ,  2.597e-05 ,  4.329e-05 , -3.918e-06
    0.34000 ,   4.183e-06 ,  2.627e-05 ,  3.629e-05 , -4.183e-06
    0.35000 ,   4.450e-06 ,  2.651e-05 ,  2.996e-05 , -4.450e-06
    0.36000 ,   4.719e-06 ,  2.670e-05 ,  2.423e-05 , -4.719e-06
    0.37000 ,   4.988e-06 ,  2.684e-05 ,  1.904e-05 , -4.988e-06
    0.38000 ,   5.258e-06 ,  2.694e-05 ,  1.434e-05 , -5.258e-06
    0.39000 ,   5.528e-06 ,  2.701e-05 ,  1.006e-05 , -5.528e-06
    0.40000 ,   5.799e-06 ,  2.703e-05 ,  6.172e-06 , -5.799e-06
    0.41000 ,   6.069e-06 ,  2.703e-05 ,  2.625e-06 , -6.069e-06
    0.42000 ,   6.338e-06 ,  2.699e-05 , -6.148e-07 , -6.338e-06
    0.43000 ,   6.606e-06 ,  2.693e-05 , -3.578e-06 , -6.606e-06
    0.44000 ,   6.874e-06 ,  2.684e-05 , -6.291e-06 , -6.874e-06
    0.45000 ,   7.140e-06 ,  2.673e-05 , -8.779e-06 , -7.140e-06
    0.46000 ,   7.404e-06 ,  2.660e-05 , -1.106e-05 , -7.404e-06
    0.47000 ,   7.667e-06 ,  2.645e-05 , -1.316e-05 , -7.667e-06
    0.48000 ,   7.928e-06 ,  2.628e-05 , -1.509e-05 , -7.928e-06
    0.49000 ,   8.187e-06 ,  2.609e-05 , -1.687e-05 , -8.187e-06
    0.50000 ,   8.443e-06 ,  2.589e-05 , -1.850e-05 , -8.443e-06
    0.51000 ,   8.698e-06 ,  2.568e-05 , -2.000e-05 , -8.698e-06
    0.52000 ,   8.950e-06 ,  2.545e-05 , -2.138e-05 , -8.950e-06
    0.53000 ,   9.200e-06 ,  2.522e-05 , -2.265e-05 , -9.200e-06
    0.54000 ,   9.447e-06 ,  2.497e-05 , -2.381e-05 , -9.447e-06
    0.55000 ,   9.691e-06 ,  2.471e-05 , -2.488e-05 , -9.691e-06
    0.56000 ,   9.933e-06 ,  2.444e-05 , -2.586e-05 , -9.933e-06
    0.57000 ,   1.017e-05 ,  2.416e-05 , -2.676e-05 , -1.017e-05
    0.58000 ,   1.041e-05 ,  2.388e-05 , -2.757e-05 , -1.041e-05
    0.59000 ,   1.064e-05 ,  2.359e-05 , -2.832e-05 , -1.064e-05
    0.60000 ,   1.087e-05 ,  2.330e-05 , -2.899e-05 , -1.087e-05
    0.61000 ,   1.110e-05 ,  2.299e-05 , -2.960e-05 , -1.110e-05
    0.62000 ,   1.132e-05 ,  2.269e-05 , -3.015e-05 , -1.132e-05
    0.63000 ,   1.154e-05 ,  2.238e-05 , -3.064e-05 , -1.154e-05
    0.64000 ,   1.176e-05 ,  2.206e-05 , -3.108e-05 , -1.176e-05
    0.65000 ,   1.197e-05 ,  2.174e-05 , -3.147e-05 , -1.197e-05
    0.66000 ,   1.218e-05 ,  2.142e-05 , -3.181e-05 , -1.218e-05
    0.67000 ,   1.239e-05 ,  2.110e-05 , -3.210e-05 , -1.239e-05
    0.68000 ,   1.260e-05 ,  2.077e-05 , -3.235e-05 , -1.260e-05
    0.69000 ,   1.280e-05 ,  2.045e-05 , -3.256e-05 , -1.280e-05
    0.70000 ,   1.300e-05 ,  2.012e-05 , -3.273e-05 , -1.300e-05
    0.71000 ,   1.319e-05 ,  1.979e-05 , -3.287e-05 , -1.319e-05
    0.72000 ,   1.338e-05 ,  1.946e-05 , -3.297e-05 , -1.338e-05
    0.73000 ,   1.357e-05 ,  1.913e-05 , -3.304e-05 , -1.357e-05
    0.74000 ,   1.375e-05 ,  1.880e-05 , -3.307e-05 , -1.375e-05
    0.75000 ,   1.394e-05 ,  1.847e-05 , -3.308e-05 , -1.394e-05
    0.76000 ,   1.411e-05 ,  1.814e-05 , -3.306e-05 , -1.411e-05
    0.77000 ,   1.429e-05 ,  1.781e-05 , -3.302e-05 , -1.429e-05
    0.78000 ,   1.446e-05 ,  1.748e-05 , -3.295e-05 , -1.446e-05
    0.79000 ,   1.463e-05 ,  1.715e-05 , -3.286e-05 , -1.463e-05
    0.80000 ,   1.479e-05 ,  1.682e-05 , -3.275e-05 , -1.479e-05
    0.81000 ,   1.495e-05 ,  1.650e-05 , -3.262e-05 , -1.495e-05
    0.82000 ,   1.511e-05 ,  1.618e-05 , -3.246e-05 , -1.511e-05
    0.83000 ,   1.527e-05 ,  1.585e-05 , -3.229e-05 , -1.527e-05
    0.84000 ,   1.542e-05 ,  1.554e-05 , -3.211e-05 , -1.542e-05
    0.85000 ,   1.557e-05 ,  1.522e-05 , -3.190e-05 , -1.557e-05
    0.86000 ,   1.572e-05 ,  1.490e-05 , -3.169e-05 , -1.572e-05
    0.87000 ,   1.586e-05 ,  1.459e-05 , -3.146e-05 , -1.586e-05
    0.88000 ,   1.600e-05 ,  1.428e-05 , -3.121e-05 , -1.600e-05
    0.89000 ,   1.614e-05 ,  1.398e-05 , -3.096e-05 , -1.614e-05
    0.90000 ,   1.627e-05 ,  1.367e-05 , -3.069e-05 , -1.627e-05
    0.91000 ,   1.640e-05 ,  1.337e-05 , -3.041e-05 , -1.640e-05
    0.92000 ,   1.653e-05 ,  1.307e-05 , -3.013e-05 , -1.653e-05
    0.93000 ,   1.665e-05 ,  1.278e-05 , -2.983e-05 , -1.665e-05
    0.94000 ,   1.677e-05 ,  1.248e-05 , -2.953e-05 , -1.677e-05
    0.95000 ,   1.689e-05 ,  1.220e-05 , -2.922e-05 , -1.689e-05
    0.96000 ,   1.701e-05 ,  1.191e-05 , -2.890e-05 , -1.701e-05
    0.97000 ,   1.712e-05 ,  1.163e-05 , -2.857e-05 , -1.712e-05
    0.98000 ,   1.723e-05 ,  1.135e-05 , -2.825e-05 , -1.723e-05
    0.99000 ,   1.734e-05 ,  1.107e-05 , -2.791e-05 , -1.734e-05
    1.00000 ,   1.745e-05 ,  1.080e-05 , -2.757e-05 , -1.745e-05
    1.01000 ,   1.755e-05 ,  1.053e-05 , -2.723e-05 , -1.755e-05
    1.02000 ,   1.765e-05 ,  1.027e-05 , -2.689e-05 , -1.765e-05
    1.03000 ,   1.775e-05 ,  1.000e-05 , -2.654e-05 , -1.775e-05
    1.04000 ,   1.784e-05 ,  9.746e-06 , -2.619e-05 , -1.784e-05
    1.05000 ,   1.793e-05 ,  9.491e-06 , -2.583e-05 , -1.793e-05
    1.06000 ,   1.802e-05 ,  9.240e-06 , -2.548e-05 , -1.802e-05
    1.07000 ,   1.811e-05 ,  8.992e-06 , -2.512e-05 , -1.811e-05
    1.08000 ,   1.820e-05 ,  8.748e-06 , -2.477e-05 , -1.820e-05
    1.09000 ,   1.828e-05 ,  8.508e-06 , -2.441e-05 , -1.828e-05
    1.10000 ,   1.836e-05 ,  8.271e-06 , -2.405e-05 , -1.836e-05
    1.11000 ,   1.844e-05 ,  8.037e-06 , -2.369e-05 , -1.844e-05
    1.12000 ,   1.851e-05 ,  7.807e-06 , -2.334e-05 , -1.851e-05
    1.13000 ,   1.859e-05 ,  7.581e-06 , -2.298e-05 , -1.859e-05
    1.14000 ,   1.866e-05 ,  7.358e-06 , -2.263e-05 , -1.866e-05
    1.15000 ,   1.873e-05 ,  7.139e-06 , -2.227e-05 , -1.873e-05
    1.16000 ,   1.880e-05 ,  6.924e-06 , -2.192e-05 , -1.880e-05
    1.17000 ,   1.886e-05 ,  6.711e-06 , -2.157e-05 , -1.886e-05
    1.18000 ,   1.892e-05 ,  6.503e-06 , -2.122e-05 , -1.892e-05
    1.19000 ,   1.898e-05 ,  6.297e-06 , -2.087e-05 , -1.898e-05
    1.20000 ,   1.904e-05 ,  6.096e-06 , -2.053e-05 , -1.904e-05
    1.21000 ,   1.910e-05 ,  5.897e-06 , -2.018e-05 , -1.910e-05
    1.22000 ,   1.916e-05 ,  5.702e-06 , -1.984e-05 , -1.916e-05
    1.23000 ,   1.921e-05 ,  5.510e-06 , -1.950e-05 , -1.921e-05
    1.24000 ,   1.926e-05 ,  5.322e-06 , -1.917e-05 , -1.926e-05
    1.25000 ,   1.931e-05 ,  5.137e-06 , -1.884e-05 , -1.931e-05
    1.26000 ,   1.936e-05 ,  4.955e-06 , -1.851e-05 , -1.936e-05
    1.27000 ,   1.940e-05 ,  4.777e-06 , -1.818e-05 , -1.940e-05
    1.28000 ,   1.945e-05 ,  4.601e-06 , -1.786e-05 , -1.945e-05
    1.29000 ,   1.949e-05 ,  4.429e-06 , -1.754e-05 , -1.949e-05
    1.30000 ,   1.953e-05 ,  4.260e-06 , -1.722e-05 , -1.953e-05
