       v     ,      ids   ,      gm    ,      gm2   ,      vd
   -1.03000  ,  6.439e-09 , -1.933e-08 ,  4.775e-08 , -6.439e-09
   -1.02000  ,  6.255e-09 , -1.887e-08 ,  4.690e-08 , -6.255e-09
   -1.01000  ,  6.075e-09 , -1.842e-08 ,  4.597e-08 , -6.075e-09
   -1.00000  ,  5.900e-09 , -1.798e-08 ,  4.519e-08 , -5.900e-09
   -0.99000  ,  5.729e-09 , -1.754e-08 ,  4.412e-08 , -5.729e-09
   -0.98000  ,  5.562e-09 , -1.711e-08 ,  4.349e-08 , -5.562e-09
   -0.97000  ,  5.399e-09 , -1.670e-08 ,  4.270e-08 , -5.399e-09
   -0.96000  ,  5.240e-09 , -1.629e-08 ,  4.171e-08 , -5.240e-09
   -0.95000  ,  5.085e-09 , -1.588e-08 ,  4.093e-08 , -5.085e-09
   -0.94000  ,  4.934e-09 , -1.549e-08 ,  4.029e-08 , -4.934e-09
   -0.93000  ,  4.787e-09 , -1.510e-08 ,  3.922e-08 , -4.787e-09
   -0.92000  ,  4.643e-09 , -1.473e-08 ,  3.872e-08 , -4.643e-09
   -0.91000  ,  4.503e-09 , -1.436e-08 ,  3.787e-08 , -4.503e-09
   -0.90000  ,  4.367e-09 , -1.399e-08 ,  3.695e-08 , -4.367e-09
   -0.89000  ,  4.234e-09 , -1.364e-08 ,  3.638e-08 , -4.234e-09
   -0.88000  ,  4.104e-09 , -1.329e-08 ,  3.574e-08 , -4.104e-09
   -0.87000  ,  3.978e-09 , -1.295e-08 ,  3.482e-08 , -3.978e-09
   -0.86000  ,  3.855e-09 , -1.261e-08 ,  3.418e-08 , -3.855e-09
   -0.85000  ,  3.736e-09 , -1.228e-08 ,  3.347e-08 , -3.736e-09
   -0.84000  ,  3.619e-09 , -1.196e-08 ,  3.268e-08 , -3.619e-09
   -0.83000  ,  3.506e-09 , -1.165e-08 ,  3.233e-08 , -3.506e-09
   -0.82000  ,  3.396e-09 , -1.134e-08 ,  3.119e-08 , -3.396e-09
   -0.81000  ,  3.288e-09 , -1.104e-08 ,  3.091e-08 , -3.288e-09
   -0.80000  ,  3.184e-09 , -1.074e-08 ,  2.998e-08 , -3.184e-09
   -0.79000  ,  3.082e-09 , -1.045e-08 ,  2.956e-08 , -3.082e-09
   -0.78000  ,  2.983e-09 , -1.017e-08 ,  2.892e-08 , -2.983e-09
   -0.77000  ,  2.887e-09 , -9.899e-09 ,  2.807e-08 , -2.887e-09
   -0.76000  ,  2.793e-09 , -9.627e-09 ,  2.750e-08 , -2.793e-09
   -0.75000  ,  2.702e-09 , -9.363e-09 ,  2.721e-08 , -2.702e-09
   -0.74000  ,  2.613e-09 , -9.106e-09 ,  2.643e-08 , -2.613e-09
   -0.73000  ,  2.527e-09 , -8.853e-09 ,  2.565e-08 , -2.527e-09
   -0.72000  ,  2.444e-09 , -8.605e-09 ,  2.530e-08 , -2.444e-09
   -0.71000  ,  2.362e-09 , -8.365e-09 ,  2.480e-08 , -2.362e-09
   -0.70000  ,  2.283e-09 , -8.129e-09 ,  2.402e-08 , -2.283e-09
   -0.69000  ,  2.207e-09 , -7.900e-09 ,  2.359e-08 , -2.207e-09
   -0.68000  ,  2.132e-09 , -7.673e-09 ,  2.295e-08 , -2.132e-09
   -0.67000  ,  2.060e-09 , -7.454e-09 ,  2.267e-08 , -2.060e-09
   -0.66000  ,  1.989e-09 , -7.239e-09 ,  2.196e-08 , -1.989e-09
   -0.65000  ,  1.921e-09 , -7.029e-09 ,  2.146e-08 , -1.921e-09
   -0.64000  ,  1.855e-09 , -6.825e-09 ,  2.096e-08 , -1.855e-09
   -0.63000  ,  1.791e-09 , -6.624e-09 ,  2.046e-08 , -1.791e-09
   -0.62000  ,  1.728e-09 , -6.430e-09 ,  2.004e-08 , -1.728e-09
   -0.61000  ,  1.668e-09 , -6.237e-09 ,  1.947e-08 , -1.668e-09
   -0.60000  ,  1.609e-09 , -6.055e-09 ,  1.926e-08 , -1.609e-09
   -0.59000  ,  1.552e-09 , -5.871e-09 ,  1.826e-08 , -1.552e-09
   -0.58000  ,  1.497e-09 , -5.695e-09 ,  1.833e-08 , -1.497e-09
   -0.57000  ,  1.443e-09 , -5.521e-09 ,  1.762e-08 , -1.443e-09
   -0.56000  ,  1.391e-09 , -5.353e-09 ,  1.741e-08 , -1.391e-09
   -0.55000  ,  1.341e-09 , -5.189e-09 ,  1.677e-08 , -1.341e-09
   -0.54000  ,  1.292e-09 , -5.029e-09 ,  1.641e-08 , -1.292e-09
   -0.53000  ,  1.245e-09 , -4.874e-09 ,  1.599e-08 , -1.245e-09
   -0.52000  ,  1.199e-09 , -4.721e-09 ,  1.549e-08 , -1.199e-09
   -0.51000  ,  1.155e-09 , -4.574e-09 ,  1.535e-08 , -1.155e-09
   -0.50000  ,  1.112e-09 , -4.427e-09 ,  1.464e-08 , -1.112e-09
   -0.49000  ,  1.071e-09 , -4.289e-09 ,  1.471e-08 , -1.071e-09
   -0.48000  ,  1.031e-09 , -4.151e-09 ,  1.386e-08 , -1.031e-09
   -0.47000  ,  9.917e-10 , -4.020e-09 ,  1.378e-08 , -9.917e-10
   -0.46000  ,  9.541e-10 , -3.889e-09 ,  1.315e-08 , -9.541e-10
   -0.45000  ,  9.177e-10 , -3.762e-09 ,  1.307e-08 , -9.177e-10
   -0.44000  ,  8.825e-10 , -3.639e-09 ,  1.272e-08 , -8.825e-10
   -0.43000  ,  8.485e-10 , -3.519e-09 ,  1.229e-08 , -8.485e-10
   -0.42000  ,  8.156e-10 , -3.403e-09 ,  1.201e-08 , -8.156e-10
   -0.41000  ,  7.838e-10 , -3.289e-09 ,  1.151e-08 , -7.838e-10
   -0.40000  ,  7.530e-10 , -3.182e-09 ,  1.144e-08 , -7.530e-10
   -0.39000  ,  7.234e-10 , -3.072e-09 ,  1.073e-08 , -7.234e-10
   -0.38000  ,  6.947e-10 , -2.969e-09 ,  1.101e-08 , -6.947e-10
   -0.37000  ,  6.670e-10 , -2.866e-09 ,  1.030e-08 , -6.670e-10
   -0.36000  ,  6.403e-10 , -2.768e-09 ,  1.023e-08 , -6.403e-10
   -0.35000  ,  6.145e-10 , -2.673e-09 ,  9.805e-09 , -6.145e-10
   -0.34000  ,  5.896e-10 , -2.582e-09 ,  9.521e-09 , -5.896e-10
   -0.33000  ,  5.656e-10 , -2.488e-09 ,  9.095e-09 , -5.656e-10
   -0.32000  ,  5.424e-10 , -2.402e-09 ,  9.379e-09 , -5.424e-10
   -0.31000  ,  5.201e-10 , -2.315e-09 ,  8.598e-09 , -5.201e-10
   -0.30000  ,  4.986e-10 , -2.233e-09 ,  8.740e-09 , -4.986e-10
   -0.29000  ,  4.778e-10 , -2.152e-09 ,  8.171e-09 , -4.778e-10
   -0.28000  ,  4.579e-10 , -2.071e-09 ,  8.171e-09 , -4.579e-10
   -0.27000  ,  4.387e-10 , -1.994e-09 ,  8.029e-09 , -4.387e-10
   -0.26000  ,  4.203e-10 , -1.918e-09 ,  7.745e-09 , -4.203e-10
   -0.25000  ,  4.026e-10 , -1.842e-09 ,  7.532e-09 , -4.026e-10
   -0.24000  ,  3.857e-10 , -1.768e-09 ,  7.674e-09 , -3.857e-10
   -0.23000  ,  3.696e-10 , -1.691e-09 ,  7.390e-09 , -3.696e-10
   -0.22000  ,  3.542e-10 , -1.616e-09 ,  7.674e-09 , -3.542e-10
   -0.21000  ,  3.396e-10 , -1.536e-09 ,  7.461e-09 , -3.396e-10
   -0.20000  ,  3.260e-10 , -1.454e-09 ,  8.029e-09 , -3.260e-10
   -0.19000  ,  3.134e-10 , -1.364e-09 ,  8.171e-09 , -3.134e-10
   -0.18000  ,  3.018e-10 , -1.264e-09 ,  9.095e-09 , -3.018e-10
   -0.17000  ,  2.917e-10 , -1.153e-09 ,  9.948e-09 , -2.917e-10
   -0.16000  ,  2.831e-10 , -1.019e-09 ,  1.116e-08 , -2.831e-10
   -0.15000  ,  2.765e-10 , -8.576e-10 ,  1.336e-08 , -2.765e-10
   -0.14000  ,  2.724e-10 , -6.580e-10 ,  1.613e-08 , -2.724e-10
   -0.13000  ,  2.717e-10 , -4.057e-10 ,  1.997e-08 , -2.717e-10
   -0.12000  ,  2.753e-10 , -7.390e-11 ,  2.522e-08 , -2.753e-10
   -0.11000  ,  2.846e-10 ,  3.574e-10 ,  3.318e-08 , -2.846e-10
   -0.10000  ,  3.017e-10 ,  9.337e-10 ,  4.313e-08 , -3.017e-10
 -9.0000e-02 ,  3.292e-10 ,  1.707e-09 ,  5.763e-08 , -3.292e-10
 -8.0000e-02 ,  3.708e-10 ,  2.750e-09 ,  7.731e-08 , -3.708e-10
 -7.0000e-02 ,  4.318e-10 ,  4.167e-09 ,  1.043e-07 , -4.318e-10
 -6.0000e-02 ,  5.191e-10 ,  6.095e-09 ,  1.417e-07 , -5.191e-10
 -5.0000e-02 ,  6.424e-10 ,  8.730e-09 ,  1.928e-07 , -6.424e-10
 -4.0000e-02 ,  8.151e-10 ,  1.233e-08 ,  2.635e-07 , -8.151e-10
 -3.0000e-02 ,  1.055e-09 ,  1.726e-08 ,  3.601e-07 , -1.055e-09
 -2.0000e-02 ,  1.388e-09 ,  2.402e-08 ,  4.933e-07 , -1.388e-09
 -1.0000e-02 ,  1.848e-09 ,  3.329e-08 ,  6.757e-07 , -1.848e-09
    0.0      ,  2.482e-09 ,  4.599e-08 ,  9.265e-07 , -2.482e-09
  1.0000e-02 ,  3.355e-09 ,  6.341e-08 ,  1.270e-06 , -3.355e-09
  2.0000e-02 ,  4.554e-09 ,  8.727e-08 ,  1.742e-06 , -4.554e-09
  3.0000e-02 ,  6.201e-09 ,  1.200e-07 ,  2.387e-06 , -6.201e-09
  4.0000e-02 ,  8.458e-09 ,  1.646e-07 ,  3.268e-06 , -8.458e-09
  5.0000e-02 ,  1.155e-08 ,  2.257e-07 ,  4.469e-06 , -1.155e-08
  6.0000e-02 ,  1.576e-08 ,  3.088e-07 ,  6.102e-06 , -1.576e-08
  7.0000e-02 ,  2.150e-08 ,  4.215e-07 ,  8.309e-06 , -2.150e-08
  8.0000e-02 ,  2.928e-08 ,  5.738e-07 ,  1.128e-05 , -2.928e-08
  9.0000e-02 ,  3.979e-08 ,  7.783e-07 ,  1.523e-05 , -3.979e-08
    0.10000  ,  5.387e-08 ,  1.050e-06 ,  2.044e-05 , -5.387e-08
    0.11000  ,  7.261e-08 ,  1.409e-06 ,  2.721e-05 , -7.261e-08
    0.12000  ,  9.730e-08 ,  1.874e-06 ,  3.583e-05 , -9.730e-08
    0.13000  ,  1.294e-07 ,  2.469e-06 ,  4.654e-05 , -1.294e-07
    0.14000  ,  1.706e-07 ,  3.212e-06 ,  5.943e-05 , -1.706e-07
    0.15000  ,  2.226e-07 ,  4.120e-06 ,  7.435e-05 , -2.226e-07
    0.16000  ,  2.871e-07 ,  5.200e-06 ,  9.082e-05 , -2.871e-07
    0.17000  ,  3.655e-07 ,  6.446e-06 ,  1.080e-04 , -3.655e-07
    0.18000  ,  4.590e-07 ,  7.841e-06 ,  1.246e-04 , -4.590e-07
    0.19000  ,  5.684e-07 ,  9.352e-06 ,  1.394e-04 , -5.684e-07
    0.20000  ,  6.939e-07 ,  1.094e-05 ,  1.511e-04 , -6.939e-07
    0.21000  ,  8.355e-07 ,  1.255e-05 ,  1.586e-04 , -8.355e-07
    0.22000  ,  9.924e-07 ,  1.415e-05 ,  1.616e-04 , -9.924e-07
    0.23000  ,  1.164e-06 ,  1.570e-05 ,  1.600e-04 , -1.164e-06
    0.24000  ,  1.349e-06 ,  1.716e-05 ,  1.544e-04 , -1.349e-06
    0.25000  ,  1.546e-06 ,  1.851e-05 ,  1.458e-04 , -1.546e-06
    0.26000  ,  1.755e-06 ,  1.974e-05 ,  1.350e-04 , -1.755e-06
    0.27000  ,  1.973e-06 ,  2.084e-05 ,  1.231e-04 , -1.973e-06
    0.28000  ,  2.200e-06 ,  2.183e-05 ,  1.106e-04 , -2.200e-06
    0.29000  ,  2.435e-06 ,  2.269e-05 ,  9.830e-05 , -2.435e-06
    0.30000  ,  2.675e-06 ,  2.344e-05 ,  8.646e-05 , -2.675e-06
    0.31000  ,  2.922e-06 ,  2.410e-05 ,  7.536e-05 , -2.922e-06
    0.32000  ,  3.173e-06 ,  2.465e-05 ,  6.512e-05 , -3.173e-06
    0.33000  ,  3.429e-06 ,  2.513e-05 ,  5.579e-05 , -3.429e-06
    0.34000  ,  3.687e-06 ,  2.552e-05 ,  4.734e-05 , -3.687e-06
    0.35000  ,  3.948e-06 ,  2.585e-05 ,  3.972e-05 , -3.948e-06
    0.36000  ,  4.212e-06 ,  2.612e-05 ,  3.284e-05 , -4.212e-06
    0.37000  ,  4.476e-06 ,  2.633e-05 ,  2.665e-05 , -4.476e-06
    0.38000  ,  4.743e-06 ,  2.649e-05 ,  2.107e-05 , -4.743e-06
    0.39000  ,  5.009e-06 ,  2.660e-05 ,  1.603e-05 , -5.009e-06
    0.40000  ,  5.276e-06 ,  2.668e-05 ,  1.147e-05 , -5.276e-06
    0.41000  ,  5.544e-06 ,  2.671e-05 ,  7.338e-06 , -5.544e-06
    0.42000  ,  5.810e-06 ,  2.672e-05 ,  3.592e-06 , -5.810e-06
    0.43000  ,  6.077e-06 ,  2.669e-05 ,  1.864e-07 , -6.077e-06
    0.44000  ,  6.342e-06 ,  2.663e-05 , -2.913e-06 , -6.342e-06
    0.45000  ,  6.607e-06 ,  2.655e-05 , -5.739e-06 , -6.607e-06
    0.46000  ,  6.870e-06 ,  2.644e-05 , -8.319e-06 , -6.870e-06
    0.47000  ,  7.131e-06 ,  2.631e-05 , -1.068e-05 , -7.131e-06
    0.48000  ,  7.391e-06 ,  2.616e-05 , -1.283e-05 , -7.391e-06
    0.49000  ,  7.649e-06 ,  2.600e-05 , -1.481e-05 , -7.649e-06
    0.50000  ,  7.906e-06 ,  2.581e-05 , -1.662e-05 , -7.906e-06
    0.51000  ,  8.160e-06 ,  2.562e-05 , -1.828e-05 , -8.160e-06
    0.52000  ,  8.411e-06 ,  2.540e-05 , -1.980e-05 , -8.411e-06
    0.53000  ,  8.661e-06 ,  2.518e-05 , -2.119e-05 , -8.661e-06
    0.54000  ,  8.908e-06 ,  2.494e-05 , -2.246e-05 , -8.908e-06
    0.55000  ,  9.152e-06 ,  2.470e-05 , -2.363e-05 , -9.152e-06
    0.56000  ,  9.394e-06 ,  2.444e-05 , -2.470e-05 , -9.394e-06
    0.57000  ,  9.633e-06 ,  2.417e-05 , -2.567e-05 , -9.633e-06
    0.58000  ,  9.869e-06 ,  2.390e-05 , -2.656e-05 , -9.869e-06
    0.59000  ,  1.010e-05 ,  2.362e-05 , -2.737e-05 , -1.010e-05
    0.60000  ,  1.033e-05 ,  2.333e-05 , -2.810e-05 , -1.033e-05
    0.61000  ,  1.056e-05 ,  2.304e-05 , -2.876e-05 , -1.056e-05
    0.62000  ,  1.078e-05 ,  2.274e-05 , -2.936e-05 , -1.078e-05
    0.63000  ,  1.101e-05 ,  2.244e-05 , -2.989e-05 , -1.101e-05
    0.64000  ,  1.122e-05 ,  2.213e-05 , -3.037e-05 , -1.122e-05
    0.65000  ,  1.144e-05 ,  2.182e-05 , -3.079e-05 , -1.144e-05
    0.66000  ,  1.165e-05 ,  2.150e-05 , -3.116e-05 , -1.165e-05
    0.67000  ,  1.186e-05 ,  2.118e-05 , -3.149e-05 , -1.186e-05
    0.68000  ,  1.207e-05 ,  2.086e-05 , -3.177e-05 , -1.207e-05
    0.69000  ,  1.227e-05 ,  2.054e-05 , -3.200e-05 , -1.227e-05
    0.70000  ,  1.247e-05 ,  2.022e-05 , -3.220e-05 , -1.247e-05
    0.71000  ,  1.266e-05 ,  1.989e-05 , -3.235e-05 , -1.266e-05
    0.72000  ,  1.285e-05 ,  1.957e-05 , -3.248e-05 , -1.285e-05
    0.73000  ,  1.304e-05 ,  1.924e-05 , -3.256e-05 , -1.304e-05
    0.74000  ,  1.323e-05 ,  1.892e-05 , -3.262e-05 , -1.323e-05
    0.75000  ,  1.341e-05 ,  1.859e-05 , -3.265e-05 , -1.341e-05
    0.76000  ,  1.359e-05 ,  1.826e-05 , -3.264e-05 , -1.359e-05
    0.77000  ,  1.377e-05 ,  1.794e-05 , -3.262e-05 , -1.377e-05
    0.78000  ,  1.394e-05 ,  1.761e-05 , -3.256e-05 , -1.394e-05
    0.79000  ,  1.411e-05 ,  1.729e-05 , -3.249e-05 , -1.411e-05
    0.80000  ,  1.428e-05 ,  1.697e-05 , -3.239e-05 , -1.428e-05
    0.81000  ,  1.444e-05 ,  1.664e-05 , -3.227e-05 , -1.444e-05
    0.82000  ,  1.460e-05 ,  1.632e-05 , -3.213e-05 , -1.460e-05
    0.83000  ,  1.476e-05 ,  1.601e-05 , -3.197e-05 , -1.476e-05
    0.84000  ,  1.491e-05 ,  1.569e-05 , -3.179e-05 , -1.491e-05
    0.85000  ,  1.506e-05 ,  1.538e-05 , -3.160e-05 , -1.506e-05
    0.86000  ,  1.521e-05 ,  1.507e-05 , -3.139e-05 , -1.521e-05
    0.87000  ,  1.535e-05 ,  1.476e-05 , -3.117e-05 , -1.535e-05
    0.88000  ,  1.549e-05 ,  1.445e-05 , -3.094e-05 , -1.549e-05
    0.89000  ,  1.563e-05 ,  1.414e-05 , -3.069e-05 , -1.563e-05
    0.90000  ,  1.577e-05 ,  1.384e-05 , -3.044e-05 , -1.577e-05
    0.91000  ,  1.590e-05 ,  1.354e-05 , -3.017e-05 , -1.590e-05
    0.92000  ,  1.603e-05 ,  1.325e-05 , -2.989e-05 , -1.603e-05
    0.93000  ,  1.616e-05 ,  1.295e-05 , -2.960e-05 , -1.616e-05
    0.94000  ,  1.628e-05 ,  1.266e-05 , -2.931e-05 , -1.628e-05
    0.95000  ,  1.640e-05 ,  1.238e-05 , -2.901e-05 , -1.640e-05
    0.96000  ,  1.652e-05 ,  1.209e-05 , -2.870e-05 , -1.652e-05
    0.97000  ,  1.664e-05 ,  1.181e-05 , -2.838e-05 , -1.664e-05
    0.98000  ,  1.675e-05 ,  1.154e-05 , -2.806e-05 , -1.675e-05
    0.99000  ,  1.686e-05 ,  1.126e-05 , -2.773e-05 , -1.686e-05
    1.00000  ,  1.696e-05 ,  1.099e-05 , -2.740e-05 , -1.696e-05
    1.01000  ,  1.707e-05 ,  1.072e-05 , -2.707e-05 , -1.707e-05
    1.02000  ,  1.717e-05 ,  1.046e-05 , -2.673e-05 , -1.717e-05
    1.03000  ,  1.727e-05 ,  1.020e-05 , -2.639e-05 , -1.727e-05
    1.04000  ,  1.737e-05 ,  9.943e-06 , -2.604e-05 , -1.737e-05
    1.05000  ,  1.746e-05 ,  9.689e-06 , -2.570e-05 , -1.746e-05
    1.06000  ,  1.755e-05 ,  9.439e-06 , -2.535e-05 , -1.755e-05
    1.07000  ,  1.764e-05 ,  9.193e-06 , -2.500e-05 , -1.764e-05
    1.08000  ,  1.773e-05 ,  8.949e-06 , -2.465e-05 , -1.773e-05
    1.09000  ,  1.782e-05 ,  8.710e-06 , -2.430e-05 , -1.782e-05
    1.10000  ,  1.790e-05 ,  8.474e-06 , -2.395e-05 , -1.790e-05
    1.11000  ,  1.798e-05 ,  8.242e-06 , -2.360e-05 , -1.798e-05
    1.12000  ,  1.806e-05 ,  8.013e-06 , -2.325e-05 , -1.806e-05
    1.13000  ,  1.813e-05 ,  7.787e-06 , -2.290e-05 , -1.813e-05
    1.14000  ,  1.821e-05 ,  7.565e-06 , -2.255e-05 , -1.821e-05
    1.15000  ,  1.828e-05 ,  7.347e-06 , -2.220e-05 , -1.828e-05
    1.16000  ,  1.835e-05 ,  7.132e-06 , -2.185e-05 , -1.835e-05
    1.17000  ,  1.841e-05 ,  6.920e-06 , -2.150e-05 , -1.841e-05
    1.18000  ,  1.848e-05 ,  6.712e-06 , -2.116e-05 , -1.848e-05
    1.19000  ,  1.854e-05 ,  6.507e-06 , -2.082e-05 , -1.854e-05
    1.20000  ,  1.860e-05 ,  6.306e-06 , -2.048e-05 , -1.860e-05
    1.21000  ,  1.866e-05 ,  6.108e-06 , -2.014e-05 , -1.866e-05
    1.22000  ,  1.872e-05 ,  5.913e-06 , -1.980e-05 , -1.872e-05
    1.23000  ,  1.877e-05 ,  5.721e-06 , -1.947e-05 , -1.877e-05
    1.24000  ,  1.883e-05 ,  5.533e-06 , -1.914e-05 , -1.883e-05
    1.25000  ,  1.888e-05 ,  5.348e-06 , -1.881e-05 , -1.888e-05
    1.26000  ,  1.893e-05 ,  5.167e-06 , -1.849e-05 , -1.893e-05
    1.27000  ,  1.898e-05 ,  4.988e-06 , -1.817e-05 , -1.898e-05
    1.28000  ,  1.902e-05 ,  4.813e-06 , -1.785e-05 , -1.902e-05
    1.29000  ,  1.907e-05 ,  4.641e-06 , -1.753e-05 , -1.907e-05
    1.30000  ,  1.911e-05 ,  4.472e-06 , -1.722e-05 , -1.911e-05
