   -0.47000     4.135e-05   -4.894e-05  
   -0.46000     4.082e-05   -5.075e-05  
   -0.45000     4.028e-05   -5.256e-05  
   -0.44000     3.972e-05   -5.435e-05  
   -0.43000     3.914e-05   -5.614e-05  
   -0.42000     3.854e-05   -5.792e-05  
   -0.41000     3.793e-05   -5.968e-05  
   -0.40000     3.730e-05   -6.142e-05  
   -0.39000     3.665e-05   -6.316e-05  
   -0.38000     3.598e-05   -6.487e-05  
   -0.37000     3.530e-05   -6.657e-05  
   -0.36000     3.460e-05   -6.826e-05  
   -0.35000     3.388e-05   -6.992e-05  
   -0.34000     3.315e-05   -7.157e-05  
   -0.33000     3.240e-05   -7.319e-05  
   -0.32000     3.164e-05   -7.480e-05  
   -0.31000     3.086e-05   -7.639e-05  
   -0.30000     3.007e-05   -7.796e-05  
   -0.29000     2.925e-05   -7.951e-05  
   -0.28000     2.843e-05   -8.104e-05  
   -0.27000     2.759e-05   -8.255e-05  
   -0.26000     2.673e-05   -8.404e-05  
   -0.25000     2.586e-05   -8.550e-05  
   -0.24000     2.498e-05   -8.695e-05  
   -0.23000     2.408e-05   -8.838e-05  
   -0.22000     2.317e-05   -8.979e-05  
   -0.21000     2.225e-05   -9.118e-05  
   -0.20000     2.131e-05   -9.254e-05  
   -0.19000     2.035e-05   -9.389e-05  
   -0.18000     1.939e-05   -9.522e-05  
   -0.17000     1.841e-05   -9.653e-05  
   -0.16000     1.742e-05   -9.782e-05  
   -0.15000     1.642e-05   -9.909e-05  
   -0.14000     1.540e-05   -1.003e-04  
   -0.13000     1.437e-05   -1.016e-04  
   -0.12000     1.333e-05   -1.028e-04  
   -0.11000     1.228e-05   -1.040e-04  
   -0.10000     1.122e-05   -1.052e-04  
 -9.0000e-02    1.014e-05   -1.063e-04  
 -8.0000e-02    9.059e-06   -1.074e-04  
 -7.0000e-02    7.962e-06   -1.086e-04  
 -6.0000e-02    6.855e-06   -1.096e-04  
 -5.0000e-02    5.737e-06   -1.107e-04  
 -4.0000e-02    4.609e-06   -1.118e-04  
 -3.0000e-02    3.471e-06   -1.128e-04  
 -2.0000e-02    2.323e-06   -1.138e-04  
 -1.0000e-02    1.166e-06   -1.148e-04  
    0.          2.172e-20   -1.157e-04  
